Sample name	ST (Pending novel allocation)	Source Niche	Source Type	Intestinal_or_Extraintestinal	Collection	State	Biosample (Pending allocations)	IncF RST
SRR7828669	95	Human	Human	Extraintestinal	Enterobase	NA	SAMN10058899	F2*/C4:A-:B1
TEA_M676943	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
AUSMDU00016011	95	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
ERR5355971	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101283	F2:A-:B1
AusGEM_00763	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B1
ERR5355928	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101240	F2:A-:B1
ERR5355705	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101017	F2:A-:B1
TEA_M666694	95	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
ERR5355810	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101122	F2:A-:B1
TEA_BS84	95	Human	Human	Extraintestinal	TEA	ACT	NA	F90:A2:B33
TEA_2H_68_14	95	Human	Human	Intestinal	TEA	ACT	NA	F36!/F31!/F2!:A4:B1
TEA_M668546	95	Human	Human	Extraintestinal	TEA	ACT	NA	F35!/F24!:A-:B1
TEA_H062	95	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
AusGEM_01376	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B1
TEA_M653497	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1
AusGEM_00739	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F1:A1:B23
AusGEM_01239	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B1
ERR5355742	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101054	F2:A-:B1
AusGEM_01290	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B1
TEA_BS142	95	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
ERR5355944	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101256	F2:A-:B1
TEA_BS157	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1
TEA_M638488	95	Human	Human	Extraintestinal	TEA	ACT	NA	F107:A-:B1
TEA_CD_62_LN	95	Human	Human	Extraintestinal	TEA	ACT	NA	F-:A-:B-
TEA_M658539	5357	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
AusGEM_01353	79	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
AusGEM_00121	79	Livestock	Avian	Extraintestinal	AusGEM	WA	NA	F24:A-:B1
TEA_H249	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51!/F2!:A-:B10
TEA_H077	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51!/F2!:A-:B10
TEA_52_1_Ti3	95	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B10
AusGEM_01349	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_61_2_AC9	95	Human	Human	Intestinal	TEA	ACT	NA	F51!/F2!:A-:B10
TEA_61_1_Ti1	95	Human	Human	Intestinal	TEA	ACT	NA	F2:A-:B10
AusGEM_00627	95	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F51:A-:B10
TEA_H022	5425	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
TEA_E7087	95	Environmental	Water	Other	TEA	NSW	NA	F29:A-:B10
AusGEM_00810	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AUSMDU00036826	1231	Human	Human	Extraintestinal	MDU	VIC	NA	F33!/F1!:A1:B23
AusGEM_01148	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29!/F2!:A-:B10
AusGEM_01312	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51!/F29!:A-:B10
AusGEM_00573	95	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F51:A-:B10
ERR5355872	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101184	F-:A-:B-
AusGEM_01998	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29*:A-:B10
AusGEM_01163	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01200	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01386	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01437	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_6_1_TC16	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_H104	95	Human	Human	Extraintestinal	TEA	ACT	NA	F29:A-:B10
TEA_H083	95	Human	Human	Extraintestinal	TEA	ACT	NA	C4:A5:B1
AUSMDU00040840	95	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
TEA_BS17	95	Human	Human	Extraintestinal	TEA	ACT	NA	C4:A5:B1
ERR5355906	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101218	F35!/F24!:A-:B1
TEA_40_3_R7	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_39_1_AC10	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
AusGEM_01392	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01218	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F1:A1:B23
AusGEM_00508	95	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
TEA_39_2_Ti18	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_40_1_R9	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_35_9_Ti14	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_E2059	95	Environmental	Water	Other	TEA	NSW	NA	F29:A-:B10
TEA_46_1_Ti2	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_45_1_Ti1	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
SRR4067507	95	Human	Human	Intestinal	Enterobase	NSW	SAMN05567342	F4!/F29!:A-:B10
SRR4067492	95	Human	Human	Intestinal	Enterobase	NSW	SAMN05567346	F4!/F29!:A-:B10
AUSMDU00070163	95	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AusGEM_01435	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29!/F16!:A-:B10
ERR5355722	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101034	F29:A-:B10
AusGEM_00477	95	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_00470	95	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_01371	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01121	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29!/F2!:A-:B10
AusGEM_00827	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_00631	95	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
TEA_70_5_R4	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_70_4_DC20	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
AusGEM_01144	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
ERR5355882	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101194	F29:A-:B10
ERR5355857	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101169	F29:A4*:B10
AusGEM_01878	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10*
AusGEM_01446	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10*
AusGEM_01171	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_H112	95	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
AusGEM_01416	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
AusGEM_01212	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
ERR5355804	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101116	F24:A-:B1
TEA_CD_34_LN	95	Human	Human	Extraintestinal	TEA	ACT	NA	F29:A-:B10
AUSMDU00003583	95	Human	Human	Extraintestinal	MDU	VIC	NA	F24!/F2!:A-:B1
AusGEM_01368	^^77	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01384	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F32*:A-:B1
AusGEM_01397	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F32*:A-:B1
AusGEM_00498	^^60	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
AusGEM_02027	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01394	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_H355	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
ERR5355958	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101270	F51:A-:B10
TEA_M663105	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
TEA_H144	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
AusGEM_01449	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_H648	6166	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
AusGEM_01909	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
SRR17085832	95	Human	Human	Extraintestinal	Enterobase	VIC	SAMN23553524	F51:A-:B10
TEA_BS76	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
TEA_BS58	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
TEA_H552	^^10	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
TEA_H219	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
TEA_H008	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
AUSMDU00022804	95	Human	Human	Extraintestinal	MDU	VIC	NA	F51:A-:B10
AUSMDU00005897	95	Human	Human	Extraintestinal	MDU	VIC	NA	F51:A-:B10
AusGEM_02015	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_2H_327_14	95	Human	Human	Intestinal	TEA	ACT	NA	F51:A-:B10
TEA_56_2_AC5	6167	Human	Human	Intestinal	TEA	ACT	NA	F51:A-:B10
AusGEM_01253	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_2H_31_1	95	Human	Human	Intestinal	TEA	ACT	NA	F51:A-:B10
TEA_H087	95	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
TEA_5_1_TC12	95	Human	Human	Intestinal	TEA	ACT	NA	F51:A-:B10
TEA_5_2_R8	95	Human	Human	Intestinal	TEA	ACT	NA	F51:A-:B10
AusGEM_01937	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
TEA_H148	95	Human	Human	Extraintestinal	TEA	ACT	NA	F29:A-:B10
TEA_DMG_2012	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_H437	95	Human	Human	Extraintestinal	TEA	ACT	NA	F29:A-:B10
TEA_E7615	95	Environmental	Water	Other	TEA	NSW	NA	F24:A-:B1
AusGEM_01898	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_CD_27_IM1	95	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
AUSMDU00011324	95	Human	Human	Extraintestinal	MDU	VIC	NA	F24:A-:B1
AusGEM_00737	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
TEA_M664361	95	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
SRR7724574	95	Wild Animal	Avian	Unknown	Enterobase	NSW	SAMN09866863	F35:A-:B-
AusGEM_00697	^^64	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1*
ERR5355727	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101039	F2:A-:B1
TEA_M587877	95	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
TEA_BS14	^^10	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
TEA_H358	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1*
AusGEM_01118	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1*
AusGEM_00072	95	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	C4:A-:B1
SRR4067502	95	Human	Human	Intestinal	Enterobase	NSW	SAMN05567340	F2:A-:B1
TEA_M675220	95	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
AusGEM_00030	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00001	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
AusGEM_00029	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F2:A-:B1
TEA_C2_117	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_C2_110	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
AusGEM_00227	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1*
AusGEM_00226	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1*
ERR5355632	95	Human	Human	Unknown	Enterobase	NA	SAMEA8100944	F24:A-:B1*
TEA_W2_47	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_M671335	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1*
TEA_W2_53	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_W1_58	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_C4_34	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_M638866	^^23	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1*
TEA_M710019	95	Human	Human	Intestinal	TEA	ACT	NA	F24:A-:B1*
TEA_W4_33	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_M673438	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1*
TEA_W4_37	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_W4_32	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_W4_35	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_A1_66	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
AusGEM_00841	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1*
TEA_BS36	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1*
TEA_62_2_Ti6b	95	Human	Human	Intestinal	TEA	ACT	NA	F24:A-:B1*
ERR5355932	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101244	F-:A-:B-
AusGEM_00089	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1*
AusGEM_00083	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1*
TEA_2H_276_5	95	Human	Human	Intestinal	TEA	ACT	NA	F24:A-:B1*
TEA_M663475	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B58?
TEA_M663940	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1*
TEA_M652995	95	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1*
TEA_M644693	95	Human	Human	Extraintestinal	TEA	ACT	NA	F-:A-:B-
TEA_W4_39	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_M660876	95	Human	Human	Intestinal	TEA	ACT	NA	F24:A-:B1*
TEA_M660875	95	Human	Human	Intestinal	TEA	ACT	NA	F24:A-:B1*
TEA_W2_49	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_C4_35	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
TEA_C4_33	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1*
AUSMDU00048172	95	Human	Human	Extraintestinal	MDU	VIC	NA	F24!/F2!:A-:B1*
AusGEM_02030	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_02016	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_00742	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_01996	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_02053	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
ERR5355602	95	Human	Human	Unknown	Enterobase	NA	SAMEA8100914	C4:A-:B1
ERR5355782	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101094	F24!/F2!:A-:B1*
TEA_BS11	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24!/F2!:A-:B1*
TEA_BS165	95	Human	Human	Extraintestinal	TEA	ACT	NA	C4:A-:B-
TEA_BS87	6168	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1*
AusGEM_01971	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_01114	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
SRR4067495	95	Human	Human	Intestinal	Enterobase	NSW	SAMN05567347	C4:A-:B1
AusGEM_01980	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_01260	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_01991	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_01984	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_02025	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_02041	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
TEA_2H_265_13	95	Human	Human	Intestinal	TEA	ACT	NA	C4:A-:B1
AusGEM_00753	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
SRR7828831	95	Human	Human	Extraintestinal	Enterobase	NA	SAMN10058931	C4:A-:B1
ERR5355858	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101170	C4:A-:B1
TEA_BS117	95	Human	Human	Extraintestinal	TEA	ACT	NA	C4:A-:B1
TEA_BS20	95	Human	Human	Extraintestinal	TEA	ACT	NA	C4:A-:B1
AUSMDU00008442	95	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B1
TEA_M665752	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1*
TEA_M638178	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24!/F2!:A-:B1*
TEA_BS45	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1
AusGEM_01286	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
TEA_H151	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1
TEA_H154	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1
SRR13236433	^^41	Human	Human	Extraintestinal	Enterobase	NA	SAMN17050115	F24:A-:B1
AusGEM_01983	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B1
AusGEM_01396	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
AusGEM_00317	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
AusGEM_00318	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
AusGEM_00316	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
AusGEM_00314	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
AusGEM_00099	95	Livestock	Avian	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
TEA_C3_28	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1
TEA_C3_27	95	Food	Poultry Meat	Other	TEA	ACT	NA	F24:A-:B1
AusGEM_00159	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
AusGEM_00152	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
AusGEM_00154	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F24:A-:B1
ERR5355894	95	Human	Human	Unknown	Enterobase	NA	SAMEA8101206	F2:A-:B1
TEA_H244	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1
AusGEM_01156	95	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
TEA_H434	95	Human	Human	Extraintestinal	TEA	ACT	NA	F24:A-:B1
TEA_H365	95	Human	Human	Extraintestinal	TEA	ACT	NA	F2:A-:B1
ERR5355919	421	Human	Human	Unknown	Enterobase	NA	SAMEA8101231	F95:A-:B10
ERR5355871	421	Human	Human	Unknown	Enterobase	NA	SAMEA8101183	F95!/F2!:A-:B10
AusGEM_00313	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00079	95	Livestock	Avian	Extraintestinal	AusGEM	NSW	NA	C4:A-:B1
AusGEM_00269	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00268	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00270	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00335	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00125	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00124	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00336	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00334	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00164	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F76/C4:A-:B1
AusGEM_00153	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F76/C4:A-:B1
AusGEM_00165	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F76/C4:A-:B1
AusGEM_00163	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	F76/C4:A-:B1
AusGEM_00328	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00325	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00324	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00329	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00327	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00332	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00330	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00133	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00132	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00131	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00129	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00127	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00333	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00126	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00128	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AusGEM_00331	95	Livestock	Avian	Extraintestinal	AusGEM	VIC	NA	C4:A-:B1
AUSMDU00023211	140	Human	Human	Unknown	MDU	VIC	NA	C4:A-:B1
TEA_E8766	1619	Environmental	Water	Other	TEA	NSW	NA	F13:A-:B7*
TEA_B525	6165	Wild Animal	Avian	Intestinal	TEA	NSW	NA	F13:A-:B7*
TEA_E9345	95	Environmental	Water	Other	TEA	NSW	NA	F13:A-:B7*
TEA_E8279	6949	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
AUSMDU00047971	12	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B-
AusGEM_01268	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01273	^^73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
ERR5355724	12	Human	Human	Unknown	Enterobase	NA	SAMEA8101036	F51:A-:B10
AusGEM_02021	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
ERR5355723	12	Human	Human	Unknown	Enterobase	NA	SAMEA8101035	F95:A-:B1
AusGEM_01409	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01432	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AUSMDU00070155	12	Human	Human	Extraintestinal	MDU	VIC	NA	C4:A6:B-
AusGEM_00515	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00458	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00710	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00407	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00343	12	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F51:A-:B10
AusGEM_00676	^^62	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_00681	961	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00404	961	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00395	961	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00474	961	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01931	961	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01165	961	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00537	961	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
ERR5355817	12	Human	Human	Unknown	Enterobase	NA	SAMEA8101129	F52:A-:B24
AUSMDU00015786	12	Human	Human	Extraintestinal	MDU	VIC	NA	F52:A-:B24
AusGEM_01235	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F52:A-:B24
AusGEM_02012	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F1:A1:B20
AusGEM_02014	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F1:A1:B20
AusGEM_01284	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
ERR5355664	12	Human	Human	Unknown	Enterobase	NA	SAMEA8100976	F35:A-:B-
