sample_name	Source_id	Source_Level1	Source_Level2	Source_Level3	HHID	Date	Sublocation	Wealth_group	Livestock_yn	ID	EntBase_ST	Phylogroup	Accession
INT005910	LUM052ROD1	rodent	w_mammal	wildlife	LUM052	11/4/2016	LUMUMBA (JERICHO)	6	no	INT005910	10	A	ERS3415291 (SAMEA5611101) 
INT005917	LUM052AVN6	avian	w_avian	wildlife	LUM052	11/4/2016	LUMUMBA (JERICHO)	6	no	INT005917	2705	A	ERS3415292 (SAMEA5611102) 
INT005925	LUM053GAL1	chickens	poultry	livestock	LUM053	12/4/2016	LUMUMBA (JERICHO)	6	yes	INT005925	155	B1	ERS3415294 (SAMEA5611104) 
INT005931	LUM053GAL4	chickens	poultry	livestock	LUM053	12/4/2016	LUMUMBA (JERICHO)	6	yes	INT005931	48	A	ERS3415295 (SAMEA5611105) 
INT005938	LUM053GAL2	chickens	poultry	livestock	LUM053	12/4/2016	LUMUMBA (JERICHO)	6	yes	INT005938	9432	B1	ERS3415296 (SAMEA5611106) 
INT005946	LUM053GAL3	chickens	poultry	livestock	LUM053	12/4/2016	LUMUMBA (JERICHO)	6	yes	INT005946	155	B1	ERS3415297 (SAMEA5611107) 
INT005950	LUM053HUM4	human	human	human	LUM053	12/4/2016	LUMUMBA (JERICHO)	6	yes	INT005950	34	A	ERS3415298 (SAMEA5611108) 
INT005957	LUM053HUM2	human	human	human	LUM053	12/4/2016	LUMUMBA (JERICHO)	6	yes	INT005957	9593	D	ERS3415299 (SAMEA5611109) 
INT005961	LUM053HUM3	human	human	human	LUM053	12/4/2016	LUMUMBA (JERICHO)	6	yes	INT005961	9596	B1	ERS3415300 (SAMEA5611110) 
INT005971	LUM053HUM1	human	human	human	LUM053	12/4/2016	LUMUMBA (JERICHO)	6	yes	INT005971	48	A	ERS3415301 (SAMEA5611111) 
INT005983	LUM054ROD2	rodent	w_mammal	wildlife	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT005983	4096	A	ERS3415302 (SAMEA5611112) 
INT005987	LUM054ROD3	rodent	w_mammal	wildlife	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT005987	154	B1	ERS3415303 (SAMEA5611113) 
INT006051	SPV064LAG1	rabbit	monogastric	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	INT006051	9454	B1	ERS3415304 (SAMEA5611114) 
INT006147	SPV064MEL1	turkeys	poultry	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	INT006147	9454	B1	ERS3415306 (SAMEA5611116) 
INT006152	SPV064LAG3	rabbit	monogastric	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	INT006152	540	A	ERS3415307 (SAMEA5611117) 
INT006156	SPV064GAL2	chickens	poultry	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	INT006156	6018	A	ERS3415308 (SAMEA5611118) 
INT006213	SPV064BAT1	bat	w_bat	wildlife	SPV064	23/5/2016	SPRING VALLEY	2	yes	INT006213	6488	B1	ERS3415309 (SAMEA5611119) 
INT006303	MIH067GAL4	chickens	poultry	livestock	MIH067	7/6/2016	MIHANGO	5	yes	INT006303	332	B1	ERS3415310 (SAMEA5611120) 
INT006314	MIH067AVN5	avian	w_avian	wildlife	MIH067	7/6/2016	MIHANGO	5	yes	INT006314	6768	A	ERS3415311 (SAMEA5611121) 
INT006319	MIH068AVN2	avian	w_avian	wildlife	MIH068	8/6/2016	MIHANGO	5	yes	INT006319	616	B1	ERS3415312 (SAMEA5611122) 
INT006356	MIH067NUM3	guinea_fowl	poultry	livestock	MIH067	7/6/2016	MIHANGO	5	yes	INT006356	90	C	ERS3415313 (SAMEA5611123) 
INT006502	MIH069HUM2	human	human	human	MIH069	13/6/2016	MIHANGO	5	no	INT006502	9525	A	ERS3415315 (SAMEA5611125) 
INT007003	MIH067GAL5	chickens	poultry	livestock	MIH067	7/6/2016	MIHANGO	5	yes	INT007003	9595	A	ERS3415318 (SAMEA5611128) 
INT007070	LUM054ROD5	rodent	w_mammal	wildlife	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT007070	9594	A	ERS3415322 (SAMEA5611132) 
INT007079	LUM054CAP5	goat	ruminant	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT007079	388	B1	ERS3415323 (SAMEA5611133) 
INT007083	LUM054GAL2	chickens	poultry	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT007083	2521	B1	ERS3415324 (SAMEA5611134) 
INT007096	LUM054GAL1	chickens	poultry	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT007096	1706	B1	ERS3415325 (SAMEA5611135) 
INT007102	LUM054AVN8	avian	w_avian	wildlife	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT007102	224	B1	ERS3415326 (SAMEA5611136) 
INT007108	LUM054ANA1	ducks	poultry	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT007108	155	B1	ERS3415327 (SAMEA5611137) 
INT007113	LUM054CAP7	goat	ruminant	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT007113	193	A	ERS3415328 (SAMEA5611138) 
INT007120	LUM054ANA2	ducks	poultry	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	INT007120	2622	B2	ERS3415329 (SAMEA5611139) 
INT007154	MWK055HUM1	human	human	human	MWK055	26/4/2016	MWIKI	6	no	INT007154	1125	B1	ERS3415332 (SAMEA5611142) 
INT007160	MWK055AV_POP2	av_pop	w_avian	wildlife	MWK055	26/4/2016	MWIKI	6	no	INT007160	410	C	ERS3415333 (SAMEA5611143) 
INT007168	MWK055AV_POP1	av_pop	w_avian	wildlife	MWK055	26/4/2016	MWIKI	6	no	INT007168	155	B1	ERS3415334 (SAMEA5611144) 
INT007172	MWK055AV_POP4	av_pop	w_avian	wildlife	MWK055	26/4/2016	MWIKI	6	no	INT007172	362	D	ERS3415335 (SAMEA5611145) 
INT007369	MWK056AVN3	avian	w_avian	wildlife	MWK056	3/5/2016	MWIKI	6	yes	INT007369	48	A	ERS3415336 (SAMEA5611146) 
INT007371	MWK056CAP2	goat	ruminant	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007371	2622	B2	ERS3415337 (SAMEA5611147) 
INT007380	MWK056ANA1	ducks	poultry	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007380	1638	A	ERS3415338 (SAMEA5611148) 
INT007384	MWK056CAP1	goat	ruminant	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007384	215	A	ERS3415339 (SAMEA5611149) 
INT007394	MWK056ANA3	ducks	poultry	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007394	58	B1	ERS3415340 (SAMEA5611150) 
INT007397	MWK056SUI4	pig	monogastric	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007397	48	A	ERS3415341 (SAMEA5611151) 
INT007404	MWK056SUI1	pig	monogastric	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007404	56	B1	ERS3415342 (SAMEA5611152) 
INT007411	MWK056SUI2	pig	monogastric	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007411	2025	B1	ERS3415343 (SAMEA5611153) 
INT007414	MWK056ANA2	ducks	poultry	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007414	336	B1	ERS3415344 (SAMEA5611154) 
INT007420	MWK056CAP3	goat	ruminant	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007420	8273	B2	ERS3415345 (SAMEA5611155) 
INT007450	MWK056HUM3	human	human	human	MWK056	3/5/2016	MWIKI	6	yes	INT007450	17	B1	ERS3415350 (SAMEA5611160) 
INT007457	MWK056HUM1	human	human	human	MWK056	3/5/2016	MWIKI	6	yes	INT007457	58	B1	ERS3415351 (SAMEA5611161) 
INT007465	MWK056HUM4	human	human	human	MWK056	3/5/2016	MWIKI	6	yes	INT007465	9600	A	ERS3415352 (SAMEA5611162) 
INT007479	MWK056SUI3	pig	monogastric	livestock	MWK056	3/5/2016	MWIKI	6	yes	INT007479	10	A	ERS3415354 (SAMEA5611164) 
INT007533	MWK056HUM2	human	human	human	MWK056	3/5/2016	MWIKI	6	yes	INT007533	58	B1	ERS3415361 (SAMEA5611172) 
INT007541	MWK057CAP3	goat	ruminant	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007541	297	B1	ERS3415362 (SAMEA5611173) 
INT007544	MWK057SUI3	pig	monogastric	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007544	48	A	ERS3415363 (SAMEA5611174) 
INT007553	MWK057GAL1	chickens	poultry	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007553	9526	A	ERS3415364 (SAMEA5611175) 
INT007556	MWK057SUI4	pig	monogastric	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007556	93	A	ERS3415365 (SAMEA5611176) 
INT007563	MWK057CAP1	goat	ruminant	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007563	480	A	ERS3415366 (SAMEA5611177) 
INT007567	MWK057SUI1	pig	monogastric	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007567	1141	A	ERS3415367 (SAMEA5611178) 
INT007575	MWK057AVN10	avian	w_avian	wildlife	MWK057	5/5/2016	MWIKI	6	yes	INT007575	8938	D	ERS3415368 (SAMEA5611179) 
INT007583	MWK057AVN11	avian	w_avian	wildlife	MWK057	5/5/2016	MWIKI	6	yes	INT007583	7428	B1	ERS3415369 (SAMEA5611180) 
INT007587	MWK057SUI6	pig	monogastric	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007587	2139	A	ERS3415370 (SAMEA5611181) 
INT007592	MWK057CAP2	goat	ruminant	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007592	297	B1	ERS3415371 (SAMEA5611182) 
INT007598	MWK057ANA1	ducks	poultry	livestock	MWK057	5/5/2016	MWIKI	6	yes	INT007598	453	B1	ERS3415372 (SAMEA5611183) 
INT007604	MWK057AVN12	avian	w_avian	wildlife	MWK057	5/5/2016	MWIKI	6	yes	INT007604	10	Unknown	ERS3415373 (SAMEA5611184) 
INT007630	MWK057HUM1	human	human	human	MWK057	5/5/2016	MWIKI	6	yes	INT007630	5575	B2	ERS3415374 (SAMEA5611185) 
INT007648	KOR058HUM3	human	human	human	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007648	1237	A	ERS3415376 (SAMEA5611187) 
INT007652	KOR058HUM1	human	human	human	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007652	155	B1	ERS3415377 (SAMEA5611188) 
INT007659	KOR058HUM2	human	human	human	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007659	58	B1	ERS3415378 (SAMEA5611189) 
INT007668	KOR058CAP1	goat	ruminant	livestock	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007668	297	B1	ERS3415379 (SAMEA5611190) 
INT007674	KOR058GAL2	chickens	poultry	livestock	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007674	4015	B1	ERS3415380 (SAMEA5611191) 
INT007678	KOR058CAP4	goat	ruminant	livestock	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007678	6175	B1	ERS3415381 (SAMEA5611192) 
INT007684	KOR058ANA1	ducks	poultry	livestock	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007684	48	A	ERS3415382 (SAMEA5611193) 
INT007688	KOR058OVN1	sheep	ruminant	livestock	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007688	398	A	ERS3415383 (SAMEA5611194) 
INT007698	KOR058CAP3	goat	ruminant	livestock	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007698	1727	B1	ERS3415384 (SAMEA5611195) 
INT007704	MWK055AV_POP9	av_pop	w_avian	wildlife	MWK055	26/4/2016	MWIKI	6	no	INT007704	69	D	ERS3415385 (SAMEA5611196) 
INT007733	KOR058CAP2	goat	ruminant	livestock	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007733	223	B1	ERS3415388 (SAMEA5611199) 
INT007737	KOR059ROD2	rodent	w_mammal	wildlife	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007737	6096	B1	ERS3415389 (SAMEA5611200) 
INT007744	KOR059SUI2	pig	monogastric	livestock	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007744	10	A	ERS3415390 (SAMEA5611201) 
INT007750	KOR059HUM1	human	human	human	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007750	9603	B2	ERS3415391 (SAMEA5611202) 
INT007762	KOR059ROD1	rodent	w_mammal	wildlife	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007762	137	D	ERS3415392 (SAMEA5611203) 
INT007766	KOR058ROD1	rodent	w_mammal	wildlife	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007766	6805	A	ERS3415393 (SAMEA5611204) 
INT007776	KOR059SUI1	pig	monogastric	livestock	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007776	164	B1	ERS3415394 (SAMEA5611205) 
INT007782	KOR059ROD5	rodent	w_mammal	wildlife	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007782	1485	F	ERS3415395 (SAMEA5611206) 
INT007797	KOR060HUM5	human	human	human	KOR060	11/5/2016	NYAYO (KOROGOCHO)	7	no	INT007797	40	B1	ERS3415397 (SAMEA5611208) 
INT007803	KOR060HUM4	human	human	human	KOR060	11/5/2016	NYAYO (KOROGOCHO)	7	no	INT007803	34	A	ERS3415398 (SAMEA5611209) 
INT007810	KOR060HUM2	human	human	human	KOR060	11/5/2016	NYAYO (KOROGOCHO)	7	no	INT007810	10	A	ERS3415399 (SAMEA5611210) 
INT007815	KOR060HUM1	human	human	human	KOR060	11/5/2016	NYAYO (KOROGOCHO)	7	no	INT007815	2325	A	ERS3415400 (SAMEA5611211) 
INT007840	KOR060AVN1	avian	w_avian	wildlife	KOR060	11/5/2016	NYAYO (KOROGOCHO)	7	no	INT007840	1304	B1	ERS3415403 (SAMEA5611214) 
INT007844	KOR059AVN2	avian	w_avian	wildlife	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	INT007844	8777	A	ERS3415404 (SAMEA5611215) 
INT007856	KAS061AVN5	avian	w_avian	wildlife	KAS061	16/5/2016	KASARANI	5	yes	INT007856	3057	cladeI	ERS3415405 (SAMEA5611216) 
INT007857	KAS061AVN4	avian	w_avian	wildlife	KAS061	16/5/2016	KASARANI	5	yes	INT007857	3057	cladeI	ERS3415406 (SAMEA5611217) 
INT007864	KAS061AVN8	avian	w_avian	wildlife	KAS061	16/5/2016	KASARANI	5	yes	INT007864	716	A	ERS3415407 (SAMEA5611218) 
INT007882	KAS061SUI2	pig	monogastric	livestock	KAS061	16/5/2016	KASARANI	5	yes	INT007882	58	B1	ERS3415408 (SAMEA5611219) 
INT007887	KAS061SUI1	pig	monogastric	livestock	KAS061	16/5/2016	KASARANI	5	yes	INT007887	216	A	ERS3415409 (SAMEA5611220) 
INT007896	KAS061CAP1	goat	ruminant	livestock	KAS061	16/5/2016	KASARANI	5	yes	INT007896	297	B1	ERS3415410 (SAMEA5611221) 
INT007898	KAS061SUI5	pig	monogastric	livestock	KAS061	16/5/2016	KASARANI	5	yes	INT007898	48	A	ERS3415411 (SAMEA5611222) 
INT007905	KAS061SUI6	pig	monogastric	livestock	KAS061	16/5/2016	KASARANI	5	yes	INT007905	10	A	ERS3415412 (SAMEA5611223) 
INT007914	KAS061CAP2	goat	ruminant	livestock	KAS061	16/5/2016	KASARANI	5	yes	INT007914	297	B1	ERS3415413 (SAMEA5611224) 
INT007916	KAS061SUI4	pig	monogastric	livestock	KAS061	16/5/2016	KASARANI	5	yes	INT007916	9602	A	ERS3415414 (SAMEA5611225) 
INT007924	KAS061GAL1	chickens	poultry	livestock	KAS061	16/5/2016	KASARANI	5	yes	INT007924	48	A	ERS3415415 (SAMEA5611226) 
INT007954	KAS061HUM4	human	human	human	KAS061	16/5/2016	KASARANI	5	yes	INT007954	2165	B1	ERS3415419 (SAMEA5611230) 
INT007962	KAS061HUM3	human	human	human	KAS061	16/5/2016	KASARANI	5	yes	INT007962	2522	B1	ERS3415420 (SAMEA5611231) 
INT007968	KAS061HUM1	human	human	human	KAS061	16/5/2016	KASARANI	5	yes	INT007968	59	F	ERS3415421 (SAMEA5611232) 
INT007974	KAS061AVN3	avian	w_avian	wildlife	KAS061	16/5/2016	KASARANI	5	yes	INT007974	3234	B1	ERS3415422 (SAMEA5611233) 
INT007976	KAS061AVN1	avian	w_avian	wildlife	KAS061	16/5/2016	KASARANI	5	yes	INT007976	131	B2	ERS3415423 (SAMEA5611234) 
INT007992	KAS061HUM2	human	human	human	KAS061	16/5/2016	KASARANI	5	yes	INT007992	1421	A	ERS3415424 (SAMEA5611235) 
INT007994	KAS062HUM1	human	human	human	KAS062	17/5/2016	KASARANI	5	no	INT007994	10	A	ERS3415425 (SAMEA5611236) 
INT008004	KAS062HUM3	human	human	human	KAS062	17/5/2016	KASARANI	5	no	INT008004	3478	A	ERS3415426 (SAMEA5611237) 
INT008008	KAS062HUM2	human	human	human	KAS062	17/5/2016	KASARANI	5	no	INT008008	48	A	ERS3415427 (SAMEA5611238) 
INT008267	KWG072HUM1	human	human	human	KWG072	11/7/2016	KAWANGWARE	6	no	INT008267	2073	B1	ERS3415430 (SAMEA5611241) 
INT008356	GTN074GAL4	chickens	poultry	livestock	GTN074	13/7/2016	GATINA	6	yes	INT008356	10	A	ERS3415431 (SAMEA5611242) 
INT008582	EMB087LAG2	rabbit	monogastric	livestock	EMB087	24/8/2016	EMBAKASI	4	yes	INT008582	9481	B1	ERS3415432 (SAMEA5611243) 
INT008593	EMB087HUM2	human	human	human	EMB087	24/8/2016	EMBAKASI	4	yes	INT008593	5122	A	ERS3415434 (SAMEA5611245) 
INT008624	EMB086HUM3	human	human	human	EMB086	23/8/2016	EMBAKASI	4	no	INT008624	216	A	ERS3415437 (SAMEA5611248) 
INT008641	EMB086HUM5	human	human	human	EMB086	23/8/2016	EMBAKASI	4	no	INT008641	216	A	ERS3415439 (SAMEA5611250) 
INT008756	KTS088AVN11	avian	w_avian	wildlife	KTS088	5/9/2016	KITISURU	1	yes	INT008756	2144	B1	ERS3415442 (SAMEA5611253) 
INT008768	KTS088BOV4	bovine	ruminant	livestock	KTS088	5/9/2016	KITISURU	1	yes	INT008768	906	B1	ERS3415443 (SAMEA5611254) 
INT008830	KTS089AVN1	avian	w_avian	wildlife	KTS089	6/9/2016	KITISURU	1	yes	INT008830	162	B1	ERS3415444 (SAMEA5611255) 
INT008846	KTS089AVN8	avian	w_avian	wildlife	KTS089	6/9/2016	KITISURU	1	yes	INT008846	162	B1	ERS3415445 (SAMEA5611256) 
INT008952	KTS090AVN4	avian	w_avian	wildlife	KTS090	7/9/2016	KITISURU	1	no	INT008952	155	B1	ERS3415447 (SAMEA5611258) 
INT009971	SPV100HUM1	human	human	human	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT009971	46	A	ERS3415451 (SAMEA5611262) 
INT010007	SPV100AVN7	avian	w_avian	wildlife	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010007	48	A	ERS3415454 (SAMEA5611265) 
INT010013	SPV100AVN2	avian	w_avian	wildlife	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010013	10	A	ERS3415455 (SAMEA5611266) 
INT010025	SPV100AVN5	avian	w_avian	wildlife	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010025	2144	B1	ERS3415456 (SAMEA5611267) 
INT010030	SPV100ROD2	rodent	w_mammal	wildlife	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010030	224	B1	ERS3415457 (SAMEA5611268) 
INT010039	SPV100AVN8	avian	w_avian	wildlife	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010039	1638	A	ERS3415458 (SAMEA5611269) 
INT010045	SPV100AVN6	avian	w_avian	wildlife	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010045	6190	B1	ERS3415459 (SAMEA5611270) 
INT010049	SPV100ROD3	rodent	w_mammal	wildlife	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010049	2280	B1	ERS3415460 (SAMEA5611271) 
INT010057	SPV100ANA4	ducks	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010057	48	A	ERS3415461 (SAMEA5611272) 
INT010060	SPV100COL3	pigeons	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010060	1717	B1	ERS3415462 (SAMEA5611273) 
INT010069	SPV100ANA6	ducks	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010069	10	A	ERS3415463 (SAMEA5611274) 
INT010071	SPV100COL2	pigeons	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010071	9604	E	ERS3415464 (SAMEA5611275) 
INT010077	SPV100LAG2	rabbit	monogastric	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010077	7324	B1	ERS3415465 (SAMEA5611276) 
INT010086	SPV100ANA3	geese	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010086	93	A	ERS3415466 (SAMEA5611277) 
INT010091	SPV100ANA5	ducks	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010091	48	A	ERS3415467 (SAMEA5611278) 
INT010095	SPV100NUM1	guinea_fowl	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010095	4537	A	ERS3415468 (SAMEA5611279) 
INT010104	SPV100COL5	pigeons	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010104	1141	Unknown	ERS3415469 (SAMEA5611280) 
INT010108	SPV100COL1	pigeons	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010108	2165	B1	ERS3415470 (SAMEA5611281) 
INT010116	SPV100GAL1	chickens	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010116	351	B1	ERS3415471 (SAMEA5611282) 
INT010120	SPV100COL4	pigeons	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010120	1775	E	ERS3415472 (SAMEA5611283) 
INT010125	SPV100ANA1	geese	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010125	3856	A	ERS3415473 (SAMEA5611284) 
INT010134	SPV100ANA2	geese	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010134	398	A	ERS3415474 (SAMEA5611285) 
INT010138	SPV100HUM2	human	human	human	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010138	2617	F	ERS3415475 (SAMEA5611286) 
INT010144	SPV100AVN4	avian	w_avian	wildlife	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010144	1155	B2	ERS3415476 (SAMEA5611287) 
INT010153	SPV100MEL1	turkeys	poultry	livestock	SPV100	5/10/2016	SPRING VALLEY	2	yes	INT010153	48	A	ERS3415477 (SAMEA5611288) 
PL015022	MBO014HUM5	human	human	human	MBO014	12/10/2015	MBOTELA	5	yes	PL015022	48	A	ERS3415480 (SAMEA5611291) 
PL015025	MBO013HUM1	human	human	human	MBO013	13/10/2015	MBOTELA	5	yes	PL015025	58	B1	ERS3415481 (SAMEA5611292) 
PL015033	MBO013CAP4	goat	ruminant	livestock	MBO013	13/10/2015	MBOTELA	5	yes	PL015033	297	B1	ERS3415482 (SAMEA5611293) 
PL015041	MBO013CAP1	goat	ruminant	livestock	MBO013	13/10/2015	MBOTELA	5	yes	PL015041	33	B1	ERS3415483 (SAMEA5611294) 
PL015044	MBO013CAP2	goat	ruminant	livestock	MBO013	13/10/2015	MBOTELA	5	yes	PL015044	2175	B1	ERS3415484 (SAMEA5611295) 
PL015049	MBO013CAP7	goat	ruminant	livestock	MBO013	13/10/2015	MBOTELA	5	yes	PL015049	4038	B1	ERS3415485 (SAMEA5611296) 
PL015056	MBO013CAP6	goat	ruminant	livestock	MBO013	13/10/2015	MBOTELA	5	yes	PL015056	2517	B1	ERS3415486 (SAMEA5611297) 
PL015063	MBO013AVN2	avian	w_avian	wildlife	MBO013	13/10/2015	MBOTELA	5	yes	PL015063	540	A	ERS3415487 (SAMEA5611298) 
PL015069	MBO013AVN4	avian	w_avian	wildlife	MBO013	13/10/2015	MBOTELA	5	yes	PL015069	2175	B1	ERS3415488 (SAMEA5611299) 
PL015075	MBO013AVN3	avian	w_avian	wildlife	MBO013	13/10/2015	MBOTELA	5	yes	PL015075	398	A	ERS3415489 (SAMEA5611300) 
PL015094	MBO014HUM3	human	human	human	MBO014	12/10/2015	MBOTELA	5	yes	PL015094	295	B1	ERS3415492 (SAMEA5611303) 
PL015105	MBO013ROD1	rodent	w_mammal	wildlife	MBO013	13/10/2015	MBOTELA	5	yes	PL015105	446	B1	ERS3415494 (SAMEA5611305) 
PL015111	MBO014ROD1	rodent	w_mammal	wildlife	MBO014	12/10/2015	MBOTELA	5	yes	PL015111	2705	A	ERS3415495 (SAMEA5611306) 
PL015118	MBO013AVN1	avian	w_avian	wildlife	MBO013	13/10/2015	MBOTELA	5	yes	PL015118	541	A	ERS3415496 (SAMEA5611307) 
PL015122	MBO013AVN5	avian	w_avian	wildlife	MBO013	13/10/2015	MBOTELA	5	yes	PL015122	3576	B1	ERS3415497 (SAMEA5611308) 
PL015129	MBO013ROD2	rodent	w_mammal	wildlife	MBO013	13/10/2015	MBOTELA	5	yes	PL015129	602	B1	ERS3415498 (SAMEA5611309) 
PL015152	MBO015AVN7	avian	w_avian	wildlife	MBO015	13/10/2015	MBOTELA	5	no	PL015152	7473	A	ERS3415499 (SAMEA5611310) 
PL015154	MBO015HUM3	human	human	human	MBO015	13/10/2015	MBOTELA	5	no	PL015154	34	A	ERS3415500 (SAMEA5611311) 
PL015176	MBO013HUM2	human	human	human	MBO013	13/10/2015	MBOTELA	5	yes	PL015176	4995	A	ERS3415501 (SAMEA5611312) 
PL015190	MBO014HUM4	human	human	human	MBO014	12/10/2015	MBOTELA	5	yes	PL015190	196	B1	ERS3415502 (SAMEA5611313) 
PL015200	MBO014ROD2	rodent	w_mammal	wildlife	MBO014	12/10/2015	MBOTELA	5	yes	PL015200	9441	B1	ERS3415503 (SAMEA5611314) 
PL015203	MBO014ROD5	rodent	w_mammal	wildlife	MBO014	12/10/2015	MBOTELA	5	yes	PL015203	9563	A	ERS3415504 (SAMEA5611315) 
PL015209	MBO014ROD4	rodent	w_mammal	wildlife	MBO014	12/10/2015	MBOTELA	5	yes	PL015209	9592	B1	ERS3415505 (SAMEA5611316) 
PL015229	MBO014ROD9	rodent	w_mammal	wildlife	MBO014	12/10/2015	MBOTELA	5	yes	PL015229	9592	B1	ERS3415506 (SAMEA5611317) 
PL015249	MBO015AVN3	avian	w_avian	wildlife	MBO015	13/10/2015	MBOTELA	5	no	PL015249	448	B1	ERS3415507 (SAMEA5611318) 
PL015259	MBO015HUM2	human	human	human	MBO015	13/10/2015	MBOTELA	5	no	PL015259	5406	B1	ERS3415508 (SAMEA5611319) 
PL015264	MBO014ROD3	rodent	w_mammal	wildlife	MBO014	12/10/2015	MBOTELA	5	yes	PL015264	9441	B1	ERS3415509 (SAMEA5611320) 
PL015271	MBO015ROD1	rodent	w_mammal	wildlife	MBO015	13/10/2015	MBOTELA	5	no	PL015271	737	B1	ERS3415510 (SAMEA5611321) 
PL015278	MBO013ROD3	rodent	w_mammal	wildlife	MBO013	13/10/2015	MBOTELA	5	yes	PL015278	9441	B1	ERS3415511 (SAMEA5611322) 
