Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Path/Nonpath	Serological Group	Serotype	EcoR Cluster	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_MA8531AA	INT004194	ERR3328620;ILLUMINA;Paired;350;ERX3353335;SRA	Poultry	Avian	chickens	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610869	ERS3415059	2019-05-30	2019-05-20	ESC_MA8531AA	O99	H4	3525	ST10 Cplx	ND	ND	Assembled	132	150626	5064064	Escherichia coli / Shigella;80.92%	199	21299	4	ESC_ZA4905AA_AS	107544	96622	96622	96622	96622	96622	96622	96622	96622	16221	16221	7359	5	2	1	A	A	fimH790	-	-	-	-	-	-	-	-	117724	Escherichia/Shigella sp.
ESC_MA8532AA	INT004181	ERR3328619;ILLUMINA;Paired;350;ERX3353334;SRA	Livestock	Bovine	bovine	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610868	ERS3415058	2019-05-30	2019-05-20	ESC_MA8532AA	O93	H28	4038	ND	ND	ND	Assembled	63	192610	4808282	Escherichia coli / Shigella;96.82%	86	15913	4	ESC_ZA4904AA_AS	107545	96623	96623	96623	96623	96623	96623	96623	2851	1140	1140	579	5	2	1	B1	B1	fimH24	-	-	-	-	-	-	-	-	33480	Escherichia/Shigella sp.
ESC_MA8533AA	INT004178	ERR3328618;ILLUMINA;Paired;350;ERX3353333;SRA	ND	Avian	avian	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610867	ERS3415057	2019-05-30	2019-05-20	ESC_MA8533AA	B4 or O53	H18	1638	ST10 Cplx	ND	ND	Assembled	117	88685	4703528	Escherichia coli / Shigella;95.39%	154	31980	4	ESC_ZA4903AA_AS	107546	96625	96625	96625	96625	96625	96625	96625	96625	29417	9383	13	5	2	1	A	A	fimH167	-	-	-	-	-	-	-	-	1957	Escherichia coli
ESC_MA8534AA	INT004170	ERR3328617;ILLUMINA;Paired;350;ERX3353332;SRA	ND	Avian	avian	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610866	ERS3415056	2019-05-30	2019-05-20	ESC_MA8534AA	O8	H10	58	ST155 Cplx	AxB1	ND	Assembled	124	128357	4946028	Escherichia coli / Shigella;96.43%	135	26226	4	ESC_ZA4902AA_AS	107474	96557	96557	96557	96557	96557	96557	84319	1186	1186	106	106	5	2	1	B1	B1	fimH30	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8535AA	INT004165	ERR3328616;ILLUMINA;Paired;350;ERX3353331;SRA	ND	Avian	avian	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610865	ERS3415055	2019-05-30	2019-05-20	ESC_MA8535AA	O86	H51	155	ST155 Cplx	B1	ND	Assembled	121	193452	5069484	Escherichia coli / Shigella;82.89%	125	28843	4	ESC_ZA4901AA_AS	107475	96558	96558	96558	96558	96558	96558	96558	2296	1157	106	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8536AA	INT004160	ERR3328615;ILLUMINA;Paired;350;ERX3353330;SRA	Human	Human	human	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610864	ERS3415054	2019-05-30	2019-05-20	ESC_MA8536AA	O38	H51	155	ST155 Cplx	B1	ND	Assembled	171	157755	5102793	Escherichia coli / Shigella;92.43%	152	66988	4	ESC_ZA4900AA_AS	107476	96559	96559	96559	96559	96559	96559	96559	96559	96559	106	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8537AA	INT004155	ERR3328614;ILLUMINA;Paired;350;ERX3353329;SRA	Livestock	Bovine	cow milk	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610863	ERS3415053	2019-05-30	2019-05-20	ESC_MA8537AA	O89	H10	744	ST10 Cplx	ND	ND	Assembled	112	109815	4977960	Escherichia coli / Shigella;98.72%	155	22151	4	ESC_ZA4899AA_AS	107477	96560	96560	96560	96560	96560	96560	1241	1241	1241	37	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	2011	Escherichia coli
ESC_MA8538AA	INT004148	ERR3328613;ILLUMINA;Paired;350;ERX3353328;SRA	Environment	Environment	household environment	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610862	ERS3415052	2019-05-30	2019-05-20	ESC_MA8538AA	-	uncertain	9506	ND	ND	ND	Assembled	114	421483	4721205	Escherichia coli / Shigella;62.07%	43	10764	4	ESC_ZA4898AA_AS	107478	96561	96561	96561	96561	96561	96561	96561	96561	96561	96561	96561	96561	96561	1	cladeI	E	fimH54	-	-	-	-	-	-	-	-	146367	Escherichia coli
ESC_MA8539AA	INT003929	ERR3328612;ILLUMINA;Paired;350;ERX3353327;SRA	Poultry	Avian	chickens	2016	1	12		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610861	ERS3415051	2019-05-30	2019-05-20	ESC_MA8539AA	O49	H32	10	ST10 Cplx	A	ND	Assembled	110	88581	5515196	Escherichia coli / Shigella;95.61%	461	129835	4	ESC_ZA4897AA_AS	107479	96562	96562	96562	96562	96562	96562	96562	96562	1197	1197	13	5	2	1	E or cladeI	A	fimH54	-	-	-	-	-	-	-	-	146368	Escherichia coli
ESC_MA8540AA	INT003921	ERR3328611;ILLUMINA;Paired;350;ERX3353326;SRA	Wild Animal	Bat	bat	2015				Africa	Kenya							University of Edinburgh	Escherichia coli							Collection year is ambiguous - 2015/2016	PRJEB32607	ERP115308		SAMEA5610860	ERS3415050	2019-05-30	2019-05-20	ESC_MA8540AA	O179	H8	297	ND	AxB1	ND	Assembled	101	234049	4817108	Escherichia coli / Shigella;97.14%	95	17515	4	ESC_ZA4896AA_AS	107480	96563	96563	96563	96563	96563	96563	96563	74665	1081	1081	1081	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	15082	Escherichia coli
ESC_MA8541AA	INT003916	ERR3328609;ILLUMINA;Paired;350;ERX3353324;SRA	Poultry	Avian	chickens	2016	1	12		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610859	ERS3415049	2019-05-30	2019-05-20	ESC_MA8541AA	O69	H32	10	ST10 Cplx	A	ND	Assembled	73	210587	5280071	Escherichia coli / Shigella;94.27%	141	28891	4	ESC_ZA4895AA_AS	107481	96564	96564	96564	96564	96564	96564	96564	96564	96564	4409	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	146369	Escherichia coli
ESC_MA8542AA	INT003900	ERR3328608;ILLUMINA;Paired;350;ERX3353323;SRA	Human	Human	human	2016	1	12		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610858	ERS3415048	2019-05-30	2019-05-20	ESC_MA8542AA	O12	H4	10	ST10 Cplx	A	ND	Assembled	73	126360	5113494	Escherichia coli / Shigella;100.0%	183	55784	4	ESC_ZA4894AA_AS	107482	96565	96565	96565	96565	96565	96242	96242	8252	1637	37	13	5	2	1	A	A	fimH27	-	-	-	-	-	-	-	-	14782	Escherichia coli
ESC_MA8543AA	INT003897	ERR3328607;ILLUMINA;Paired;350;ERX3353322;SRA	Wild Animal	Rodent	rodent	2016	1	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610857	ERS3415047	2019-05-30	2019-05-20	ESC_MA8543AA	O134	H19	1298	ST469 Cplx	ND	ND	Assembled	119	157454	5008137	Escherichia coli / Shigella;96.59%	127	32817	4	ESC_ZA4893AA_AS	107483	96566	96566	96566	96566	96566	96566	96217	96217	5235	138	138	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	1544	Escherichia coli
ESC_MA8544AA	INT003892	ERR3328606;ILLUMINA;Paired;350;ERX3353321;SRA	Poultry	Avian	chickens	2016	1	12		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610856	ERS3415046	2019-05-30	2019-05-20	ESC_MA8544AA	O8	H51	9507	ST155 Cplx	B1	ND	Assembled	100	177514	4893695	Escherichia coli / Shigella;98.74%	107	10077	4	ESC_ZA4892AA_AS	107486	96569	96569	96567	96567	96567	96567	96567	9282	1157	106	106	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	15352	Escherichia coli
ESC_MA8545AA	INT003888	ERR3328605;ILLUMINA;Paired;350;ERX3353320;SRA	Poultry	Avian	chickens	2016	1	12		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610855	ERS3415045	2019-05-30	2019-05-20	ESC_MA8545AA	O93	H28	4038	ND	ND	ND	Assembled	95	192610	4814955	Escherichia coli / Shigella;100.0%	102	18137	4	ESC_ZA4891AA_AS	107487	96570	96570	96570	96570	96376	96376	43886	43886	1140	1140	579	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	33480	Escherichia/Shigella sp.
ESC_MA8546AA	INT003875	ERR3328604;ILLUMINA;Paired;350;ERX3353319;SRA	Poultry	Avian	chickens	2016	1	12		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610854	ERS3415044	2019-05-30	2019-05-20	ESC_MA8546AA	O8	H51	9507	ST155 Cplx	B1	ND	Assembled	159	185550	4895599	Escherichia coli / Shigella;98.81%	118	10234	4	ESC_ZA4890AA_AS	107484	96567	96567	96567	96567	96567	96567	96567	9282	1157	106	106	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	15352	Escherichia coli
ESC_MA8547AA	INT003823	ERR3328603;ILLUMINA;Paired;350;ERX3353318;SRA	ND	Avian	avian	2016	2	15		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610853	ERS3415043	2019-05-30	2019-05-20	ESC_MA8547AA	-	H21	3714	ST155 Cplx	ND	ND	Assembled	88	169433	5047038	Escherichia coli / Shigella;89.37%	149	39849	4	ESC_ZA4889AA_AS	107485	96568	96568	96568	96568	96568	96568	96568	4615	1067	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	15585	Escherichia coli
ESC_MA8548AA	INT003787	ERR3328602;ILLUMINA;Paired;350;ERX3353317;SRA	Environment	Environment	pens	2016	1	27		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610852	ERS3415042	2019-05-30	2019-05-20	ESC_MA8548AA	O51	H38	9502	ST10 Cplx	A	ND	Assembled	109	88291	4612486	Escherichia coli / Shigella;95.88%	146	22610	4	ESC_ZA4888AA_AS	107440	96525	96525	96525	96525	96525	96525	96525	96525	96525	96328	13	5	2	1	A	A	fimH167	-	-	-	-	-	-	-	-	1957	Escherichia coli
ESC_MA8549AA	INT003770	ERR3328601;ILLUMINA;Paired;350;ERX3353316;SRA	Environment	Environment	household environment	2016	3	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610851	ERS3415041	2019-05-30	2019-05-20	ESC_MA8549AA	O117	H28	1196	ND	AxB1	ND	Assembled	55	449974	4794788	Escherichia coli / Shigella;92.3%	62	11948	4	ESC_ZA4887AA_AS	107441	96526	96526	96526	96526	96526	43139	3125	1324	1324	1324	1324	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	2075	Escherichia coli
ESC_MA8550AA	INT003766	ERR3328600;ILLUMINA;Paired;350;ERX3353315;SRA	Livestock	Ovine/Goat (Caprinae)	sheep	2016	3	8		Africa	Kenya							UNIETAR	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610850	ERS3415040	2019-05-30	2019-05-20	ESC_MA8550AA	-	H21	9503	ST101 Cplx	B1	ND	Assembled	154	321759	4744029	Escherichia coli / Shigella;95.56%	59	8207	4	ESC_ZA4886AA_AS	107442	96527	96527	96527	96527	96527	96527	30882	9485	164	164	80	5	2	1	B1	B1	fimH27	-	-	-	-	-	-	-	-	1589	Escherichia coli
ESC_MA8551AA	INT003754	ERR3328599;ILLUMINA;Paired;350;ERX3353314;SRA	Food	Dairy	goat	2016	3	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610849	ERS3415039	2019-05-30	2019-05-20	ESC_MA8551AA	O5	H11	48	ST10 Cplx	A	ND	Assembled	105	143519	5070996	Escherichia coli / Shigella;88.39%	157	19680	4	ESC_ZA4885AA_AS	107443	96528	96528	96506	96506	96506	96506	96506	96506	96506	5031	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	1986	Escherichia coli
ESC_MA8552AA	INT003738	ERR3328598;ILLUMINA;Paired;350;ERX3353313;SRA	Poultry	Avian	chickens	2016	2	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610848	ERS3415038	2019-05-30	2019-05-20	ESC_MA8552AA	D12	H2	206	ST206 Cplx	AxB1	ND	Assembled	101	88731	4679349	Escherichia coli / Shigella;91.53%	177	41331	4	ESC_ZA4884AA_AS	107444	96529	96529	96529	96529	96529	96529	96529	96529	96529	1168	13	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	14835	Escherichia coli
ESC_MA8553AA	INT003724	ERR3328597;ILLUMINA;Paired;350;ERX3353312;SRA	Poultry	Avian	chickens	2016	2	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610847	ERS3415037	2019-05-30	2019-05-20	ESC_MA8553AA	O18	H7	-675	ND	ND	ND	Assembled	132	42382	5102671	Escherichia coli / Shigella;96.62%	395	46532	4	ESC_ZA4883AA_AS	107450	96530	96530	96530	96530	96530	96530	96530	96530	23945	86	86	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	146363	Escherichia coli
ESC_MA8554AA	INT003681	ERR3328595;ILLUMINA;Paired;350;ERX3353310;SRA	Human	Human	human	2016	2	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610846	ERS3415036	2019-05-30	2019-05-20	ESC_MA8554AA	O134	H53	345	ST23 Cplx	ND	ND	Assembled	93	192737	4792087	Escherichia coli / Shigella;95.89%	106	13383	4	ESC_ZA4882AA_AS	107447	96531	96531	96531	96531	96531	96531	96531	168	168	168	168	5	2	1	B1	B1	fimH278	-	-	-	-	-	-	-	-	15078	Escherichia coli
ESC_MA8555AA	INT003649	ERR3328594;ILLUMINA;Paired;350;ERX3353309;SRA	Poultry	Avian	chickens	2016	1	27		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610845	ERS3415035	2019-05-30	2019-05-20	ESC_MA8555AA	O117	H38	10	ST10 Cplx	A	ND	Assembled	76	130971	4877008	Escherichia coli / Shigella;100.0%	126	22812	4	ESC_ZA4881AA_AS	107448	96532	96532	96532	96532	96532	96532	96532	96532	96532	605	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	1687	Escherichia coli
ESC_MA8556AA	INT003633	ERR3328593;ILLUMINA;Paired;350;ERX3353308;SRA	Poultry	Avian	chickens	2016	1	27		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610844	ERS3415034	2019-05-30	2019-05-20	ESC_MA8556AA	B9	H7	196	ND	AxB1	ND	Assembled	99	279777	4623116	Escherichia coli / Shigella;98.41%	80	13738	4	ESC_ZA4880AA_AS	107449	96533	96533	96533	96533	96533	96533	96533	4020	1409	1409	124	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	15100	Escherichia coli
ESC_MA8557AA	INT003626	ERR3328592;ILLUMINA;Paired;350;ERX3353307;SRA	Wild Animal	Rabbit/Hare	rabbit	2016	1	27		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610843	ERS3415033	2019-05-30	2019-05-20	ESC_MA8557AA	O104	H7	129	ND	B1	ND	Assembled	100	246805	4834724	Escherichia coli / Shigella;98.12%	79	11623	4	ESC_ZA4879AA_AS	107451	96534	96534	96534	96534	96534	96534	96534	1322	1322	1322	96	5	2	1	B1	B1	fimH33	-	-	-	-	-	-	-	-	2223	Escherichia coli
ESC_MA8558AA	INT003585	ERR3328591;ILLUMINA;Paired;350;ERX3353306;SRA	Food	Dairy	goat	2016	1	27		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610842	ERS3415032	2019-05-30	2019-05-20	ESC_MA8558AA	O174	H21	677	ND	B1	ND	Assembled	120	157137	4927419	Escherichia coli / Shigella;98.82%	109	29612	4	ESC_ZA4878AA_AS	107452	96535	96535	96535	96535	96535	96535	96535	96535	2988	1146	877	5	2	1	B1	B1	fimH54	E. coli - STEC	-	+	-	-	-	-	-	146347	Escherichia coli
ESC_MA8559AA	INT003535	ERR3328590;ILLUMINA;Paired;350;ERX3353305;SRA	Poultry	Avian	chickens	2016	1	26		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610841	ERS3415031	2019-05-30	2019-05-20	ESC_MA8559AA	D3 or O124	H38	1201	ST10 Cplx	A	ND	Assembled	76	278484	4944290	Escherichia coli / Shigella;97.57%	107	33192	4	ESC_ZA4877AA_AS	107455	96536	96536	96536	96536	96536	96536	96536	96536	96536	96536	75034	5	2	1	A	A	fimH370	-	-	-	-	-	-	-	-	146364	Escherichia coli
ESC_MA8560AA	INT003527	ERR3328589;ILLUMINA;Paired;350;ERX3353304;SRA	Poultry	Avian	chickens	2016	1	26		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610840	ERS3415030	2019-05-30	2019-05-20	ESC_MA8560AA	O156	H7	2539	ST205 Cplx	ND	ND	Assembled	141	242701	4906347	Escherichia coli / Shigella;92.86%	103	17068	4	ESC_ZA4876AA_AS	107453	96537	96537	96537	96537	96537	96537	96537	96537	30890	30890	96	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	2223	Escherichia coli
ESC_MA8561AA	INT003467	ERR3328588;ILLUMINA;Paired;350;ERX3353303;SRA	ND	Avian	avian	2016	3	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610839	ERS3415029	2019-05-30	2019-05-20	ESC_MA8561AA	O156	H7	180	ND	B1	ND	Assembled	52	303254	4839930	Escherichia coli / Shigella;100.0%	61	12384	4	ESC_ZA4875AA_AS	107454	96538	96538	96538	96538	96538	96538	96538	96538	96538	44788	96	5	2	1	B1	B1	*	-	-	-	-	-	-	-	-	32440	Escherichia/Shigella sp.
ESC_MA8562AA	INT003457	ERR3328587;ILLUMINA;Paired;350;ERX3353302;SRA	Poultry	Avian	chickens	2016	3	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610838	ERS3415028	2019-05-30	2019-05-20	ESC_MA8562AA	O83	H4	398	ST398 Cplx	ND	ND	Assembled	147	109179	4633662	Escherichia coli / Shigella;96.09%	134	16609	4	ESC_ZA4874AA_AS	107457	96539	96539	96539	96539	96539	96539	96539	96539	96539	96539	13	5	2	1	A	A	fimH25	-	-	-	-	-	-	-	-	14719	Escherichia coli
ESC_MA8563AA	INT003440	ERR3328586;ILLUMINA;Paired;350;ERX3353301;SRA	Food	Dairy	goat	2016	3	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610837	ERS3415027	2019-05-30	2019-05-20	ESC_MA8563AA	O178	H7	278	ST278 Cplx	AxB1	ND	Assembled	89	192826	5477771	Escherichia coli / Shigella;97.9%	191	53522	4	ESC_ZA4873AA_AS	107456	96540	96540	96540	96540	96540	96540	96540	96540	96540	96540	84	5	2	1	B1	B1	fimH86	E. coli - STEC	+	+	-	-	-	-	-	112853	Escherichia/Shigella sp.
ESC_MA8564AA	INT003413	ERR3328585;ILLUMINA;Paired;350;ERX3353300;SRA	Human	Human	human	2016	2	15		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610836	ERS3415026	2019-05-30	2019-05-20	ESC_MA8564AA	O154	H4	216	ND	ABD	ND	Assembled	111	83860	4718627	Escherichia coli / Shigella;96.81%	142	17381	4	ESC_ZA4872AA_AS	107458	96541	96541	96541	96541	96541	96541	96541	96541	96541	166	13	5	2	1	A	A	fimH69	-	-	-	-	-	-	-	-	2061	Escherichia coli
ESC_MA8565AA	INT003392	ERR3328584;ILLUMINA;Paired;350;ERX3353299;SRA	Wild Animal	Bat	bat	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610835	ERS3415025	2019-05-30	2019-05-20	ESC_MA8565AA	O17 or O77	H1	501	ND	ND	ND	Assembled	142	247712	4835720	Escherichia coli / Shigella;96.22%	87	10749	4	ESC_ZA4871AA_AS	107459	96542	96542	96542	96542	96542	96542	96542	96542	96542	1124	1124	32	2	1	D	F	fimH123	-	-	-	-	-	-	-	-	117746	Escherichia/Shigella sp.
ESC_MA8566AA	INT003342	ERR3328583;ILLUMINA;Paired;350;ERX3353298;SRA	Wild Animal	Rodent	rodent	2016	1	27		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610834	ERS3415024	2019-05-30	2019-05-20	ESC_MA8566AA	OX25	H31	6968	ND	ND	ND	Assembled	119	369608	5524251	Escherichia coli / Shigella;78.47%	200	35912	4	ESC_ZA4870AA_AS	107460	96543	96543	96543	96543	96543	96543	96543	96543	35040	35040	35040	35040	2	1	E	E	fimH31	-	-	-	-	-	-	-	-	117748	Escherichia/Shigella sp.
ESC_MA8567AA	INT003331	ERR3328582;ILLUMINA;Paired;350;ERX3353297;SRA	ND	Avian	avian	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610833	ERS3415023	2019-05-30	2019-05-20	ESC_MA8567AA	O132	H25	9504	ST155 Cplx	ND	ND	Assembled	63	288112	5163236	Escherichia coli / Shigella;98.11%	153	36778	4	ESC_ZA4869AA_AS	107462	96544	96544	96544	96544	96544	96544	96544	96544	96544	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	146365	Escherichia coli
ESC_MA8568AA	INT003328	ERR3328581;ILLUMINA;Paired;350;ERX3353296;SRA	Environment	Environment	pens	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610832	ERS3415022	2019-05-30	2019-05-20	ESC_MA8568AA	O163 or OX21	H10	10	ST10 Cplx	A	ND	Assembled	116	125849	4873458	Escherichia coli / Shigella;91.69%	164	25479	4	ESC_ZA4868AA_AS	107463	96545	96545	96545	96545	96545	96545	96545	96545	96545	13	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	2011	Escherichia coli
ESC_MA8569AA	INT003297	ERR3328580;ILLUMINA;Paired;350;ERX3353295;SRA	Food	Dairy	goat	2016	3	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610831	ERS3415021	2019-05-30	2019-05-20	ESC_MA8569AA	O70	H11	48	ST10 Cplx	A	ND	Assembled	120	75391	4609191	Escherichia coli / Shigella;92.16%	195	22145	4	ESC_ZA4867AA_AS	107461	96546	96546	96546	96546	96546	96546	96546	96546	96546	96546	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	1986	Escherichia coli
ESC_MA8570AA	INT003295	ERR3328579;ILLUMINA;Paired;350;ERX3353294;SRA	Wild Animal	Avian	guinea fowl	2016	3	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610830	ERS3415020	2019-05-30	2019-05-20	ESC_MA8570AA	-	H10	9443	ND	B1	ND	Assembled	100	150438	5025456	Escherichia coli / Shigella;97.85%	133	16902	4	ESC_ZA4866AA_AS	107464	96547	96547	96547	96547	96547	96271	96271	96271	5172	5172	1026	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	113147	Escherichia/Shigella sp.
ESC_MA8571AA	INT003258	ERR3328578;ILLUMINA;Paired;350;ERX3353293;SRA	Poultry	Avian	chickens	2016	3	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610829	ERS3415019	2019-05-30	2019-05-20	ESC_MA8571AA	O28 or O42	H21	3714	ST155 Cplx	ND	ND	Assembled	65	229467	4883889	Escherichia coli / Shigella;100.0%	96	21933	4	ESC_ZA4865AA_AS	107465	96548	96548	96548	96548	96548	96548	96548	4615	1067	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	15585	Escherichia coli
ESC_MA8572AA	INT003242	ERR3328577;ILLUMINA;Paired;350;ERX3353292;SRA	Environment	Environment	doorknob	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610828	ERS3415018	2019-05-30	2019-05-20	ESC_MA8572AA	-	H21	9501	ST155 Cplx	ND	ND	Assembled	62	155393	4804481	Escherichia coli / Shigella;93.94%	141	29566	4	ESC_ZA4864AA_AS	107427	96518	96518	96518	96518	96518	96518	96518	96518	1226	106	106	5	2	1	B1	B1	fimH1156	-	-	-	-	-	-	-	-	1608	Escherichia coli
